# Athena++ data at time=2.021792e-01  cycle=70  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0002 -4.96094e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0003 -4.88281e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0004 -4.80469e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0005 -4.72656e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0006 -4.64844e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0007 -4.57031e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0008 -4.49219e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0009 -4.41406e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0010 -4.33594e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0011 -4.25781e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0012 -4.17969e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0013 -4.10156e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0014 -4.02344e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0015 -3.94531e-01  1.00000e+00  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
0016 -3.86719e-01  1.00000e+00  1.00000e+00  9.70761e-16  0.00000e+00  0.00000e+00
0017 -3.78906e-01  1.00000e+00  1.00000e+00  1.33479e-14  0.00000e+00  0.00000e+00
0018 -3.71094e-01  1.00000e+00  1.00000e+00  1.41851e-13  0.00000e+00  0.00000e+00
0019 -3.63281e-01  1.00000e+00  1.00000e+00  1.40177e-12  0.00000e+00  0.00000e+00
0020 -3.55469e-01  1.00000e+00  1.00000e+00  1.28875e-11  0.00000e+00  0.00000e+00
0021 -3.47656e-01  1.00000e+00  1.00000e+00  1.10046e-10  0.00000e+00  0.00000e+00
0022 -3.39844e-01  1.00000e+00  1.00000e+00  8.70697e-10  0.00000e+00  0.00000e+00
0023 -3.32031e-01  1.00000e+00  1.00000e+00  6.36407e-09  0.00000e+00  0.00000e+00
0024 -3.24219e-01  1.00000e+00  1.00000e+00  4.28090e-08  0.00000e+00  0.00000e+00
0025 -3.16406e-01  1.00000e+00  1.00000e+00  2.63759e-07  0.00000e+00  0.00000e+00
0026 -3.08594e-01  9.99999e-01  9.99998e-01  1.47980e-06  0.00000e+00  0.00000e+00
0027 -3.00781e-01  9.99994e-01  9.99991e-01  7.50624e-06  0.00000e+00  0.00000e+00
0028 -2.92969e-01  9.99971e-01  9.99960e-01  3.41363e-05  0.00000e+00  0.00000e+00
0029 -2.85156e-01  9.99883e-01  9.99837e-01  1.37865e-04  0.00000e+00  0.00000e+00
0030 -2.77344e-01  9.99586e-01  9.99421e-01  4.89547e-04  0.00000e+00  0.00000e+00
0031 -2.69531e-01  9.98721e-01  9.98209e-01  1.51438e-03  0.00000e+00  0.00000e+00
0032 -2.61719e-01  9.96577e-01  9.95212e-01  4.05469e-03  0.00000e+00  0.00000e+00
0033 -2.53906e-01  9.92094e-01  9.88951e-01  9.38274e-03  0.00000e+00  0.00000e+00
0034 -2.46094e-01  9.84155e-01  9.77893e-01  1.88653e-02  0.00000e+00  0.00000e+00
0035 -2.38281e-01  9.72115e-01  9.61191e-01  3.33674e-02  0.00000e+00  0.00000e+00
0036 -2.30469e-01  9.56131e-01  9.39144e-01  5.28483e-02  0.00000e+00  0.00000e+00
0037 -2.22656e-01  9.37022e-01  9.12977e-01  7.64860e-02  0.00000e+00  0.00000e+00
0038 -2.14844e-01  9.15830e-01  8.84204e-01  1.03155e-01  0.00000e+00  0.00000e+00
0039 -2.07031e-01  8.93463e-01  8.54121e-01  1.31843e-01  0.00000e+00  0.00000e+00
0040 -1.99219e-01  8.70560e-01  8.23626e-01  1.61818e-01  0.00000e+00  0.00000e+00
0041 -1.91406e-01  8.47524e-01  7.93275e-01  1.92610e-01  0.00000e+00  0.00000e+00
0042 -1.83594e-01  8.24595e-01  7.63390e-01  2.23930e-01  0.00000e+00  0.00000e+00
0043 -1.75781e-01  8.01915e-01  7.34155e-01  2.55603e-01  0.00000e+00  0.00000e+00
0044 -1.67969e-01  7.79569e-01  7.05672e-01  2.87517e-01  0.00000e+00  0.00000e+00
0045 -1.60156e-01  7.57613e-01  6.78003e-01  3.19596e-01  0.00000e+00  0.00000e+00
0046 -1.52344e-01  7.36081e-01  6.51177e-01  3.51785e-01  0.00000e+00  0.00000e+00
0047 -1.44531e-01  7.14997e-01  6.25211e-01  3.84044e-01  0.00000e+00  0.00000e+00
0048 -1.36719e-01  6.94373e-01  6.00108e-01  4.16342e-01  0.00000e+00  0.00000e+00
0049 -1.28906e-01  6.74221e-01  5.75865e-01  4.48654e-01  0.00000e+00  0.00000e+00
0050 -1.21094e-01  6.54543e-01  5.52471e-01  4.80957e-01  0.00000e+00  0.00000e+00
0051 -1.13281e-01  6.35344e-01  5.29915e-01  5.13233e-01  0.00000e+00  0.00000e+00
0052 -1.05469e-01  6.16622e-01  5.08181e-01  5.45467e-01  0.00000e+00  0.00000e+00
0053 -9.76562e-02  5.98376e-01  4.87252e-01  5.77644e-01  0.00000e+00  0.00000e+00
0054 -8.98438e-02  5.80604e-01  4.67112e-01  6.09747e-01  0.00000e+00  0.00000e+00
0055 -8.20312e-02  5.63305e-01  4.47742e-01  6.41763e-01  0.00000e+00  0.00000e+00
0056 -7.42188e-02  5.46476e-01  4.29125e-01  6.73671e-01  0.00000e+00  0.00000e+00
0057 -6.64062e-02  5.30118e-01  4.11249e-01  7.05447e-01  0.00000e+00  0.00000e+00
0058 -5.85938e-02  5.14238e-01  3.94105e-01  7.37055e-01  0.00000e+00  0.00000e+00
0059 -5.07812e-02  4.98851e-01  3.77693e-01  7.68436e-01  0.00000e+00  0.00000e+00
0060 -4.29688e-02  4.83990e-01  3.62034e-01  7.99484e-01  0.00000e+00  0.00000e+00
0061 -3.51562e-02  4.69742e-01  3.47197e-01  8.29982e-01  0.00000e+00  0.00000e+00
0062 -2.73438e-02  4.56277e-01  3.33356e-01  8.59448e-01  0.00000e+00  0.00000e+00
0063 -1.95312e-02  4.44127e-01  3.20949e-01  8.86769e-01  0.00000e+00  0.00000e+00
0064 -1.17188e-02  4.34043e-01  3.10899e-01  9.09487e-01  0.00000e+00  0.00000e+00
0065 -3.90625e-03  4.27990e-01  3.04678e-01  9.24010e-01  0.00000e+00  0.00000e+00
0066  3.90625e-03  4.25805e-01  3.02571e-01  9.28731e-01  0.00000e+00  0.00000e+00
